customerID,Gender,Elderly,Married,Dependents,Time_as_a_customer,PhoneService,Internet_Service,Security_Service,Technical_Support,StreamingTV,Contract_type,Payment_Method,Monthly_Payment,Total_Paid,Churn
5989-OMNJE,f,0,1,1,24,1.0,dsl,1,0,1,one year,electronic check,57.6,1367.75,0.0
4566-QVRRW,f,0,1,0,11,1.0,dsl,0,0,0,month-to-month,electronic check,44.05,483.7,1.0
1291-CUOCY,m,0,1,0,72,1.0,fiber optic,0,1,1,two year,credit card (automatic),110.6,7962.2,0.0
9795-SHUHB,f,0,1,1,66,1.0,dsl,1,1,0,two year,credit card (automatic),58.2,3810.8,0.0
3230-IUALN,f,0,1,1,45,1.0,dsl,1,1,1,two year,mailed check,81.0,3533.6,0.0
0042-RLHYP,f,0,1,1,69,1.0,no,0,0,0,two year,bank transfer (automatic),19.7,1396.9,0.0
8519-IMDHU,m,1,1,0,15,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.6,1345.55,1.0
4945-RVMTE,f,0,0,0,28,1.0,dsl,0,0,1,month-to-month,bank transfer (automatic),59.55,1646.45,0.0
0201-OAMXR,f,0,0,0,70,1.0,fiber optic,1,1,1,one year,credit card (automatic),115.55,8127.6,1.0
1866-NXPSP,f,0,0,0,36,1.0,dsl,1,1,0,one year,mailed check,75.55,2680.15,0.0
3372-KWFBM,m,1,0,0,16,1.0,fiber optic,0,0,1,month-to-month,electronic check,86.6,1281.0,1.0
7831-QGOXH,f,0,0,0,18,1.0,fiber optic,0,0,1,month-to-month,electronic check,85.2,1553.9,1.0
6393-WRYZE,f,0,1,0,34,1.0,fiber optic,0,0,1,month-to-month,electronic check,97.65,3207.55,1.0
3941-XTSKM,m,0,1,1,42,1.0,dsl,0,0,0,one year,credit card (automatic),45.1,2049.05,0.0
1661-CZBAU,m,0,0,0,48,1.0,dsl,1,1,0,one year,bank transfer (automatic),70.95,3629.2,0.0
6599-RCLCJ,m,0,1,0,47,1.0,fiber optic,0,1,1,month-to-month,electronic check,109.55,5124.55,1.0
9831-BPFRI,f,0,1,1,39,1.0,fiber optic,0,1,0,one year,electronic check,89.55,3474.45,1.0
5158-RIVOP,f,0,1,1,11,1.0,no,0,0,0,two year,credit card (automatic),20.9,202.3,0.0
9788-YTFGE,m,0,0,0,7,1.0,no,0,0,0,month-to-month,mailed check,19.95,147.5,0.0
9277-JOOMO,f,0,0,0,3,1.0,no,0,0,0,month-to-month,mailed check,24.6,86.35,0.0
1907-YLNYW,m,0,0,0,8,1.0,dsl,1,0,0,month-to-month,electronic check,66.7,579.0,0.0
1725-MIMXW,m,0,0,1,1,1.0,no,0,0,0,month-to-month,mailed check,19.45,19.45,1.0
8947-YRTDV,m,0,1,1,32,1.0,fiber optic,1,0,0,one year,mailed check,94.8,3131.55,0.0
3161-ONRWK,m,0,1,1,60,1.0,dsl,1,1,0,one year,bank transfer (automatic),65.85,3928.3,0.0
0114-RSRRW,f,0,1,0,10,1.0,no,0,0,0,month-to-month,bank transfer (automatic),19.95,187.75,0.0
4565-NLZBV,f,0,1,0,71,1.0,no,0,0,0,two year,bank transfer (automatic),24.65,1710.15,0.0
0031-PVLZI,f,0,1,1,4,1.0,no,0,0,0,month-to-month,mailed check,20.35,76.35,1.0
7206-GZCDC,f,1,0,0,1,1.0,fiber optic,0,0,0,month-to-month,electronic check,69.25,69.25,1.0
6682-VCIXC,f,0,1,1,43,1.0,dsl,1,1,1,one year,bank transfer (automatic),51.25,2151.6,0.0
4791-QRGMF,m,0,1,0,59,1.0,fiber optic,0,0,1,one year,bank transfer (automatic),99.5,5961.1,1.0
6475-VHUIZ,f,0,1,0,23,1.0,dsl,0,1,0,month-to-month,electronic check,54.25,1221.55,0.0
3910-MRQOY,f,0,1,0,72,1.0,no,0,0,0,two year,bank transfer (automatic),19.4,1496.45,0.0
0661-WCQNQ,m,0,1,0,22,1.0,dsl,1,1,0,one year,credit card (automatic),56.25,1292.2,0.0
7537-RBWEA,f,0,0,0,1,1.0,dsl,0,0,0,month-to-month,mailed check,25.15,25.15,0.0
4656-CAURT,m,0,0,0,69,1.0,no,0,0,0,two year,bank transfer (automatic),23.95,1713.1,0.0
0121-SNYRK,m,0,0,0,50,1.0,dsl,1,1,0,one year,mailed check,35.4,1748.9,0.0
1768-ZAIFU,f,1,0,0,1,1.0,dsl,0,0,0,month-to-month,electronic check,25.2,25.2,1.0
4671-LXRDQ,m,0,0,0,2,1.0,dsl,0,0,0,month-to-month,mailed check,45.0,96.45,1.0
3733-LSYCE,f,0,1,0,15,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),75.35,1114.55,0.0
6265-FRMTQ,m,0,0,0,31,1.0,no,0,0,0,two year,bank transfer (automatic),20.4,609.1,0.0
1934-SJVJK,m,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,20.15,20.15,1.0
3838-OZURD,m,0,1,0,66,1.0,fiber optic,0,0,1,month-to-month,credit card (automatic),105.0,7133.25,1.0
1371-DWPAZ,f,0,1,1,0,1.0,dsl,1,1,1,two year,credit card (automatic),56.05,56.05,0.0
9269-CQOOL,m,0,0,1,3,1.0,dsl,0,0,1,month-to-month,credit card (automatic),54.7,169.45,1.0
2017-CCBLH,f,0,0,0,8,1.0,no,0,0,0,two year,mailed check,20.0,141.6,0.0
7690-KPNCU,m,0,1,1,64,1.0,dsl,1,0,1,one year,credit card (automatic),73.05,4688.65,0.0
0536-BGFMZ,f,0,1,0,28,1.0,no,0,0,0,month-to-month,mailed check,20.5,563.05,0.0
2293-IJWPS,f,0,1,0,57,1.0,fiber optic,0,0,1,one year,credit card (automatic),100.75,5985.0,0.0
2845-HSJCY,f,0,1,1,14,1.0,fiber optic,0,0,0,month-to-month,electronic check,87.25,1258.6,1.0
5469-NUJUR,m,0,0,0,19,1.0,no,0,0,0,two year,mailed check,19.95,373.5,0.0
1184-PJVDB,m,0,1,0,10,1.0,fiber optic,0,0,1,month-to-month,electronic check,79.95,857.2,1.0
2625-TRCZQ,f,0,1,0,51,1.0,dsl,0,0,1,month-to-month,electronic check,49.65,2553.35,0.0
4102-HLENU,f,0,1,0,67,1.0,dsl,1,0,0,two year,mailed check,65.65,4322.85,0.0
7266-GSSJX,m,0,1,1,11,1.0,no,0,0,0,month-to-month,electronic check,20.45,250.8,0.0
7722-VJRQD,m,0,1,1,72,1.0,dsl,1,1,1,two year,bank transfer (automatic),60.95,4549.05,0.0
7073-QETQY,m,0,1,1,66,1.0,no,0,0,0,one year,electronic check,20.35,1359.5,0.0
9415-DPEWS,f,0,0,0,18,1.0,fiber optic,0,1,1,month-to-month,electronic check,88.35,1639.3,1.0
5624-RYAMH,f,0,0,0,9,1.0,no,0,0,0,month-to-month,electronic check,19.5,178.85,0.0
0196-JTUQI,f,0,0,0,9,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),75.2,633.85,0.0
7130-YXBRO,m,0,1,0,48,1.0,fiber optic,1,0,1,month-to-month,bank transfer (automatic),111.45,5315.1,0.0
9272-LSVYH,m,0,0,0,10,1.0,fiber optic,0,0,0,month-to-month,mailed check,70.15,735.5,0.0
7943-RQCHR,f,0,0,0,9,1.0,fiber optic,0,0,1,month-to-month,electronic check,94.75,889.9,1.0
3793-MMFUH,f,1,0,0,13,1.0,fiber optic,0,0,1,month-to-month,electronic check,95.05,1290.0,1.0
3249-ZPQRG,m,0,0,0,4,1.0,fiber optic,0,0,0,month-to-month,electronic check,78.45,330.05,1.0
2568-BRGYX,m,0,0,0,4,1.0,fiber optic,0,0,0,month-to-month,electronic check,70.2,237.95,1.0
3084-DOWLE,f,0,1,0,72,1.0,dsl,1,1,1,two year,bank transfer (automatic),92.0,6474.4,0.0
1084-MNSMJ,f,0,1,1,51,1.0,dsl,1,1,1,two year,credit card (automatic),85.5,4421.95,0.0
7721-JXEAW,m,0,1,0,59,1.0,dsl,0,0,0,month-to-month,bank transfer (automatic),41.05,2452.7,1.0
7249-WBIYX,m,0,1,0,10,1.0,fiber optic,0,0,1,month-to-month,electronic check,85.6,813.85,1.0
4238-HFHSN,m,1,1,0,61,1.0,fiber optic,0,0,0,month-to-month,electronic check,82.15,4904.85,0.0
6250-CGGUN,m,0,0,0,54,1.0,fiber optic,1,1,0,one year,electronic check,84.4,4484.05,0.0
5478-JJVZK,f,0,0,0,33,1.0,dsl,1,0,0,month-to-month,mailed check,60.9,2033.85,0.0
7596-IIWYC,f,0,0,0,27,1.0,no,0,0,0,two year,bank transfer (automatic),20.25,538.2,0.0
6567-HOOPW,f,1,0,0,1,1.0,fiber optic,0,0,1,month-to-month,electronic check,79.2,79.2,1.0
9793-WECQC,m,0,0,0,23,1.0,fiber optic,0,0,1,month-to-month,mailed check,95.3,2192.9,0.0
4291-HPAXL,m,0,0,1,1,1.0,no,0,0,0,month-to-month,mailed check,19.85,19.85,0.0
8999-YPYBV,m,0,1,1,45,1.0,dsl,1,1,1,two year,mailed check,84.35,3858.05,0.0
1839-FBNFR,f,0,1,1,39,1.0,no,0,0,0,two year,bank transfer (automatic),19.85,854.8,0.0
3164-AALRN,m,0,0,0,5,1.0,dsl,0,0,1,one year,mailed check,70.0,347.4,1.0
3071-MVJCD,m,0,1,1,72,1.0,dsl,1,1,1,two year,bank transfer (automatic),82.3,5815.15,0.0
1697-BCSHV,f,0,1,1,58,1.0,dsl,0,0,1,month-to-month,bank transfer (automatic),66.8,3970.4,0.0
0562-KBDVM,f,0,0,0,70,1.0,dsl,1,1,0,two year,bank transfer (automatic),44.6,3058.15,0.0
1131-SUEKT,m,0,1,1,61,1.0,fiber optic,0,1,1,one year,bank transfer (automatic),98.45,6145.2,0.0
3717-OEAUQ,m,0,0,0,2,1.0,fiber optic,0,0,0,month-to-month,mailed check,70.7,129.2,0.0
4538-WNTMJ,f,0,1,1,46,1.0,no,0,0,0,one year,mailed check,24.95,1165.9,0.0
3334-CTHOL,f,0,0,0,1,1.0,dsl,0,0,0,month-to-month,bank transfer (automatic),49.95,49.95,1.0
4704-ERYFC,f,0,1,0,22,1.0,fiber optic,0,0,0,month-to-month,electronic check,69.25,1554.0,1.0
9432-RUVSL,f,0,0,0,48,1.0,fiber optic,1,1,1,two year,credit card (automatic),102.5,4904.25,0.0
8060-HIWJJ,m,0,0,0,64,1.0,dsl,0,1,1,two year,credit card (automatic),86.55,5632.55,0.0
7684-XSZIY,m,0,1,1,72,1.0,no,0,0,0,two year,bank transfer (automatic),24.3,1643.25,0.0
9089-UOWJG,f,0,1,1,12,1.0,dsl,0,0,1,month-to-month,credit card (automatic),58.35,740.55,0.0
8621-MNIHH,f,1,1,0,34,1.0,fiber optic,0,0,0,month-to-month,electronic check,94.25,3217.55,1.0
8039-ACLPL,f,0,1,1,72,1.0,dsl,1,0,0,two year,credit card (automatic),68.75,4888.2,0.0
9885-AIBVB,m,0,1,0,29,1.0,fiber optic,0,0,0,month-to-month,electronic check,85.8,2440.25,0.0
1934-MKPXS,m,0,1,1,33,1.0,no,0,0,0,one year,credit card (automatic),20.1,620.55,0.0
2592-YKDIF,f,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,20.35,20.35,0.0
2272-JKMSI,f,0,1,1,62,1.0,fiber optic,0,1,1,one year,electronic check,110.8,6840.95,0.0
0471-LVHGK,m,0,1,0,41,1.0,dsl,0,0,1,one year,electronic check,73.0,3001.2,1.0
9518-RWHZL,f,0,0,0,64,1.0,fiber optic,0,0,1,one year,credit card (automatic),100.05,6254.2,1.0
8714-CTZJW,f,0,0,0,4,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),82.85,319.6,0.0
3569-EDBPQ,f,0,0,0,24,1.0,fiber optic,1,1,0,month-to-month,electronic check,84.35,1938.05,0.0
3131-NWVFJ,f,0,1,1,14,1.0,no,0,0,0,one year,mailed check,19.55,294.5,0.0
7521-YXVZY,m,0,0,1,3,1.0,no,0,0,0,month-to-month,mailed check,19.95,58.3,0.0
5419-CONWX,f,1,0,0,4,1.0,fiber optic,0,0,1,month-to-month,credit card (automatic),99.8,442.85,1.0
6240-EURKS,f,0,0,1,18,1.0,dsl,0,0,0,month-to-month,electronic check,35.0,553.0,1.0
2373-NTKOD,m,0,0,0,8,1.0,dsl,0,0,1,month-to-month,electronic check,66.25,546.45,0.0
1970-KKFWL,f,0,0,0,35,1.0,no,0,0,0,two year,bank transfer (automatic),23.3,797.1,0.0
6960-HVYXR,f,0,0,0,1,1.0,fiber optic,0,0,0,month-to-month,electronic check,76.0,76.0,1.0
9337-SRRNI,m,0,0,1,66,1.0,no,0,0,0,two year,credit card (automatic),25.3,1673.8,0.0
0895-UADGO,m,0,0,1,8,1.0,dsl,1,1,0,two year,mailed check,44.55,343.45,0.0
5678-VFNEQ,f,0,1,0,71,1.0,fiber optic,1,0,1,one year,credit card (automatic),104.1,7412.25,0.0
5977-CKHON,f,0,1,1,43,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),92.55,4039.0,0.0
7024-OHCCK,f,1,0,0,2,1.0,fiber optic,0,0,1,month-to-month,electronic check,93.85,170.85,1.0
2692-BUCFV,m,1,0,0,29,1.0,fiber optic,0,0,1,month-to-month,bank transfer (automatic),101.45,2948.6,0.0
7861-UVUFT,f,0,1,0,15,1.0,fiber optic,0,0,1,month-to-month,electronic check,84.3,1308.4,1.0
1830-GGFNM,m,0,1,1,65,1.0,fiber optic,1,1,0,two year,credit card (automatic),94.55,6078.75,0.0
5302-BDJNT,m,0,0,0,35,1.0,fiber optic,0,1,1,month-to-month,electronic check,95.5,3418.2,0.0
5223-UZAVK,m,0,0,0,64,1.0,fiber optic,1,0,1,one year,credit card (automatic),100.3,6603.8,0.0
4859-ZSRDZ,f,0,1,1,58,1.0,dsl,0,1,1,two year,credit card (automatic),55.5,3166.9,0.0
5651-WYIPH,f,1,0,0,18,1.0,dsl,0,0,0,month-to-month,credit card (automatic),49.85,865.75,0.0
9350-VLHMB,m,0,1,1,67,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),89.55,6373.1,0.0
3498-LZGQZ,m,0,1,1,63,1.0,no,0,0,0,two year,mailed check,19.15,1177.05,0.0
8785-CJSHH,f,0,1,0,60,1.0,fiber optic,0,0,1,month-to-month,electronic check,99.8,5985.75,0.0
5357-TZHPP,m,1,0,0,9,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),84.4,732.5,1.0
3870-SPZSI,f,0,1,1,70,1.0,fiber optic,1,1,1,two year,credit card (automatic),113.05,7869.05,0.0
0680-DFNNY,m,0,1,0,15,1.0,fiber optic,0,0,1,month-to-month,electronic check,101.1,1504.05,1.0
7560-QRBXH,f,0,0,1,48,1.0,no,0,0,0,one year,mailed check,19.95,936.7,0.0
7077-XJMET,m,0,1,0,12,1.0,dsl,0,1,1,month-to-month,electronic check,74.15,741.4,0.0
8752-GHJFU,m,1,1,0,71,1.0,fiber optic,1,1,0,one year,electronic check,92.0,6585.2,0.0
6896-SRVYQ,m,1,0,0,44,1.0,fiber optic,0,0,0,month-to-month,electronic check,73.85,3122.4,0.0
7767-UXAGJ,m,0,0,0,1,1.0,dsl,0,0,0,month-to-month,electronic check,50.45,50.45,1.0
4652-ODEVH,m,0,1,1,45,1.0,no,0,0,0,two year,mailed check,24.45,1088.25,0.0
6510-UPNKS,f,0,0,0,23,1.0,no,0,0,0,one year,credit card (automatic),24.8,615.35,0.0
6718-BDGHG,f,0,1,0,43,1.0,dsl,0,1,1,one year,bank transfer (automatic),64.85,2908.2,0.0
9046-DQMTP,m,0,0,0,35,1.0,no,0,0,0,month-to-month,bank transfer (automatic),20.75,739.9,0.0
6439-LAJXL,m,0,1,0,9,1.0,dsl,1,1,1,month-to-month,mailed check,68.95,593.85,0.0
1571-SAVHK,m,0,0,0,12,1.0,fiber optic,0,1,1,month-to-month,mailed check,99.95,1132.75,1.0
9052-VKDUW,f,1,1,0,65,1.0,fiber optic,1,0,1,month-to-month,credit card (automatic),109.4,7227.45,0.0
9546-CQJSU,f,0,0,0,2,1.0,fiber optic,0,0,1,month-to-month,electronic check,91.4,193.6,1.0
1666-JZPZT,m,0,0,0,27,1.0,dsl,0,0,0,month-to-month,mailed check,49.0,1291.35,0.0
5777-KJIRB,f,0,0,0,40,1.0,dsl,0,0,0,one year,mailed check,50.25,2023.55,0.0
0506-LVNGN,f,1,0,0,5,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),75.55,349.65,1.0
7677-SJJJK,m,0,1,1,8,1.0,no,0,0,0,one year,credit card (automatic),19.9,153.95,0.0
2480-EJWYP,f,1,1,0,58,1.0,fiber optic,0,0,1,one year,bank transfer (automatic),97.8,5458.8,0.0
3253-HKOKL,f,0,1,1,52,1.0,fiber optic,1,0,1,one year,electronic check,100.3,5244.45,0.0
7055-HNEOJ,m,0,1,0,3,1.0,dsl,0,1,0,month-to-month,mailed check,55.8,154.55,0.0
5514-YQENT,m,0,0,1,41,1.0,fiber optic,1,1,1,two year,electronic check,111.15,4507.15,0.0
3211-AAPKX,m,0,0,0,20,1.0,fiber optic,0,1,1,month-to-month,mailed check,98.55,2031.95,0.0
8445-DNBAE,m,0,0,1,1,1.0,dsl,0,0,0,month-to-month,electronic check,50.05,50.05,0.0
2951-QOQTK,m,0,0,1,4,1.0,fiber optic,0,1,0,month-to-month,credit card (automatic),80.8,332.45,1.0
2958-NHPPS,m,0,0,0,23,1.0,no,0,0,0,month-to-month,electronic check,20.85,473.9,0.0
6806-YDEUL,f,1,0,0,6,1.0,no,0,0,0,month-to-month,bank transfer (automatic),19.5,106.8,0.0
1735-XMJVH,m,0,1,1,8,1.0,no,0,0,0,month-to-month,mailed check,19.35,152.6,0.0
6890-PFRQX,m,0,0,0,18,1.0,dsl,1,0,1,month-to-month,mailed check,69.5,1199.4,0.0
0222-CNVPT,m,1,0,0,52,1.0,dsl,1,0,1,month-to-month,credit card (automatic),48.8,2555.05,0.0
5899-OUVKV,m,0,0,0,31,1.0,fiber optic,0,0,1,month-to-month,electronic check,94.5,2979.2,0.0
8681-ICONS,m,0,1,1,29,1.0,no,0,0,0,month-to-month,mailed check,20.65,654.85,0.0
1621-YNCJH,f,0,1,0,36,1.0,fiber optic,1,1,0,two year,credit card (automatic),106.05,3834.4,0.0
3473-XIIIT,f,0,1,0,16,1.0,fiber optic,0,0,1,month-to-month,electronic check,100.0,1534.75,1.0
6362-QHAFM,m,0,1,0,42,1.0,fiber optic,0,1,1,one year,electronic check,108.3,4586.15,0.0
7893-IXHRQ,m,0,0,0,1,1.0,no,0,0,0,month-to-month,electronic check,20.55,20.55,1.0
3070-BDOQC,f,0,0,0,60,1.0,fiber optic,0,0,1,two year,electronic check,99.65,5941.05,0.0
2952-QAYZF,m,0,0,0,5,1.0,fiber optic,0,0,0,month-to-month,electronic check,85.3,424.15,1.0
6234-PFPXL,m,0,1,0,22,1.0,fiber optic,1,1,1,month-to-month,credit card (automatic),95.9,2234.95,0.0
9824-QCJPK,m,0,1,0,36,1.0,no,0,0,0,one year,mailed check,20.0,666.75,0.0
4763-PGDPO,f,0,0,0,4,1.0,fiber optic,0,0,0,month-to-month,electronic check,70.4,281.0,1.0
4283-IVYCI,m,0,0,0,9,1.0,dsl,1,1,0,month-to-month,mailed check,64.95,547.8,0.0
1866-OBPNR,m,0,1,1,1,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),74.6,74.6,0.0
8205-MQUGY,m,0,1,1,12,1.0,dsl,1,0,0,month-to-month,electronic check,49.2,571.15,0.0
8970-ANWXO,f,0,0,0,23,1.0,dsl,0,1,1,one year,mailed check,73.75,1756.6,0.0
9480-BQJEI,m,0,0,0,62,1.0,fiber optic,1,0,0,one year,bank transfer (automatic),92.3,5731.45,0.0
5394-SVGJV,m,0,0,0,37,1.0,fiber optic,0,1,1,month-to-month,bank transfer (automatic),98.8,3475.55,1.0
6979-TNDEU,f,0,0,0,8,1.0,no,0,0,0,month-to-month,mailed check,19.2,156.85,0.0
9777-WJJPR,m,0,1,0,31,1.0,fiber optic,0,0,1,month-to-month,credit card (automatic),88.65,2683.2,0.0
9283-LZQOH,m,0,1,1,13,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),74.4,896.75,1.0
7079-QRCBC,f,0,0,0,24,1.0,fiber optic,0,0,1,month-to-month,electronic check,98.75,2407.3,1.0
9495-SKLKD,m,0,1,1,45,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),95.95,4456.65,0.0
6048-UWKAL,f,1,1,0,69,1.0,fiber optic,0,1,1,two year,credit card (automatic),105.4,6998.95,0.0
5067-DGXLL,m,0,0,0,2,1.0,no,0,0,0,month-to-month,mailed check,20.25,36.8,0.0
5469-CTCWN,m,0,1,1,61,1.0,fiber optic,1,0,1,one year,electronic check,106.0,6547.7,1.0
9851-QXEEQ,m,0,0,0,41,1.0,fiber optic,0,0,1,month-to-month,electronic check,104.7,4346.4,1.0
6281-FKEWS,f,0,0,0,44,1.0,dsl,0,0,1,one year,electronic check,49.05,2265.0,0.0
8898-KASCD,m,0,0,0,39,1.0,dsl,0,1,0,one year,mailed check,35.55,1309.15,0.0
9242-TKFSV,m,0,1,1,72,1.0,dsl,1,1,1,two year,credit card (automatic),65.1,4754.3,0.0
9290-SHCMB,f,1,0,0,13,1.0,fiber optic,0,0,1,month-to-month,electronic check,96.85,1235.55,0.0
0743-HNPFG,f,0,1,1,51,1.0,dsl,1,1,0,one year,credit card (automatic),69.75,3562.5,0.0
2277-BKJKN,f,1,1,0,71,1.0,fiber optic,0,0,1,two year,electronic check,99.2,7213.75,0.0
9809-IMGCQ,m,1,0,0,22,1.0,fiber optic,0,0,1,month-to-month,electronic check,96.7,2082.95,1.0
5208-HFSBT,f,0,0,0,2,1.0,dsl,0,1,0,month-to-month,credit card (automatic),55.05,102.75,1.0
5035-PGZXH,f,0,0,0,56,1.0,fiber optic,0,0,1,one year,electronic check,106.8,5914.4,0.0
8695-WDYEA,m,0,0,0,1,1.0,dsl,1,0,0,month-to-month,mailed check,51.25,51.25,0.0
6543-JXSOO,f,0,1,1,23,1.0,dsl,1,1,0,one year,mailed check,57.75,1282.85,0.0
8016-ZMGMO,f,1,1,0,66,1.0,dsl,0,0,1,one year,bank transfer (automatic),70.85,4738.85,0.0
8605-ITULD,f,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,19.55,19.55,0.0
3254-YRILK,m,1,0,0,19,1.0,fiber optic,0,0,1,month-to-month,electronic check,88.2,1775.8,1.0
6416-YJTTB,m,0,0,0,11,1.0,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.5,795.65,0.0
2667-WYLWJ,f,0,1,1,8,1.0,no,0,0,0,one year,mailed check,19.75,145.0,1.0
4472-VESGY,f,0,1,1,52,1.0,fiber optic,1,0,0,month-to-month,bank transfer (automatic),98.15,4993.4,0.0
3195-TQDZX,m,0,0,0,3,1.0,no,0,0,0,month-to-month,electronic check,20.25,61.45,0.0
3128-YOVTD,f,0,1,1,51,1.0,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.15,4018.55,0.0
0529-ONKER,m,1,0,0,15,1.0,fiber optic,0,0,0,month-to-month,electronic check,75.65,1146.65,1.0
1728-CXQBE,m,1,1,0,64,1.0,fiber optic,0,0,0,month-to-month,electronic check,94.25,6081.4,0.0
7041-TXQJH,f,0,0,0,37,1.0,dsl,0,0,0,month-to-month,credit card (automatic),40.2,1478.85,0.0
5014-GSOUQ,m,0,0,0,13,1.0,no,0,0,0,two year,mailed check,19.95,243.65,0.0
5724-BIDBU,m,0,1,0,49,1.0,dsl,1,0,0,one year,electronic check,55.35,2633.95,0.0
0481-SUMCB,f,1,0,0,45,1.0,fiber optic,0,0,1,one year,bank transfer (automatic),102.15,4735.35,0.0
1769-GRUIK,f,0,0,0,18,1.0,fiber optic,0,0,0,month-to-month,electronic check,71.1,1247.75,0.0
5240-IJOQT,m,1,0,0,1,1.0,fiber optic,0,0,0,month-to-month,electronic check,74.7,74.7,1.0
8819-WFGGJ,m,0,1,0,68,1.0,dsl,1,0,1,two year,bank transfer (automatic),54.1,3794.5,0.0
7427-AUFPY,m,0,0,0,54,1.0,no,0,0,0,two year,credit card (automatic),19.65,1008.7,0.0
2811-POVEX,f,1,1,1,23,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),88.45,2130.55,0.0
1092-GANHU,m,0,0,0,17,1.0,fiber optic,0,0,0,month-to-month,electronic check,76.65,1313.55,1.0
7898-PDWQE,m,0,1,0,71,1.0,dsl,1,1,0,two year,credit card (automatic),80.4,5727.15,0.0
9972-EWRJS,f,0,1,1,67,1.0,no,0,0,0,two year,bank transfer (automatic),19.25,1372.9,0.0
9314-IJWSQ,f,0,1,1,14,1.0,fiber optic,0,0,1,month-to-month,electronic check,84.8,1203.9,0.0
0661-XEYAN,f,1,0,0,1,1.0,dsl,0,0,0,month-to-month,mailed check,25.8,25.8,1.0
5799-JRCZO,f,0,0,1,63,1.0,no,0,0,0,two year,credit card (automatic),19.5,1215.1,0.0
1921-KYSAY,f,0,0,0,41,1.0,dsl,0,1,0,one year,electronic check,68.6,2877.05,0.0
6198-RTPMF,f,0,1,0,17,1.0,fiber optic,0,0,1,month-to-month,electronic check,92.6,1579.7,0.0
2924-KHUVI,m,0,1,0,56,1.0,fiber optic,1,0,1,one year,electronic check,100.55,5514.95,0.0
1925-GMVBW,f,0,0,0,5,1.0,no,0,0,0,month-to-month,credit card (automatic),20.55,96.1,0.0
7881-EVUAD,f,0,0,0,2,1.0,dsl,1,0,0,month-to-month,electronic check,42.6,72.4,1.0
6184-DYUOB,f,0,1,0,3,1.0,no,0,0,0,month-to-month,mailed check,19.6,55.25,0.0
9207-ZPANB,m,0,0,0,37,1.0,dsl,1,1,0,one year,electronic check,67.45,2443.3,0.0
5766-XQXMQ,f,0,0,0,29,1.0,dsl,1,0,0,month-to-month,bank transfer (automatic),68.85,1970.5,1.0
9327-QSDED,m,0,0,0,8,1.0,dsl,0,0,0,month-to-month,mailed check,43.55,335.4,0.0
1656-DRSMG,f,0,0,0,63,1.0,fiber optic,0,1,1,month-to-month,credit card (automatic),109.85,7002.95,0.0
3012-VFFMN,f,0,1,1,7,1.0,no,0,0,0,month-to-month,mailed check,20.65,158.95,0.0
2984-AFWNC,f,0,0,0,3,1.0,fiber optic,0,0,1,month-to-month,electronic check,95.4,293.15,0.0
0640-YJTPY,m,0,1,1,72,1.0,no,0,0,0,two year,bank transfer (automatic),21.0,1493.75,0.0
8096-LOIST,f,0,0,0,19,1.0,dsl,0,0,0,month-to-month,electronic check,56.2,1093.4,0.0
9764-REAFF,f,0,1,0,59,1.0,no,0,0,0,two year,bank transfer (automatic),18.4,1057.85,0.0
3703-VAVCL,m,0,1,1,2,1.0,fiber optic,0,1,0,month-to-month,credit card (automatic),90.0,190.05,1.0
7107-UBYKY,f,0,1,1,35,1.0,no,0,0,0,month-to-month,electronic check,25.75,882.55,0.0
4881-GQJTW,m,0,0,0,14,1.0,no,0,0,0,month-to-month,credit card (automatic),19.6,300.4,0.0
8519-QJGJD,f,0,0,0,14,1.0,fiber optic,0,0,0,month-to-month,electronic check,75.35,1025.95,1.0
7876-DNYAP,f,0,1,1,69,1.0,no,0,0,0,two year,credit card (automatic),19.8,1436.95,0.0
7905-NJMXS,m,1,1,0,7,1.0,dsl,1,1,0,month-to-month,electronic check,64.2,475.0,0.0
2882-WDTBA,m,0,1,1,69,1.0,dsl,1,1,1,two year,bank transfer (automatic),75.75,5388.15,0.0
2091-GPPIQ,f,0,1,1,72,1.0,dsl,0,1,1,two year,electronic check,78.95,5730.15,0.0
6326-MTTXK,m,0,0,0,8,1.0,fiber optic,0,0,1,month-to-month,electronic check,100.85,819.55,1.0
5071-FBJFS,f,0,1,1,4,1.0,dsl,1,0,0,month-to-month,electronic check,50.3,217.1,0.0
