Valor_Condominio,Metragem,N_Quartos,N_banheiros,N_Suites,N_Vagas
640.0,75.0,2,2,1,1
1550.0,98.0,3,2,1,3
400.0,57.0,2,2,1,1
860.0,70.0,2,1,0,1
1400.0,115.0,3,2,1,2
732.0,111.0,3,2,1,1
570.0,60.0,3,2,1,1
900.0,78.0,2,2,1,2
450.0,48.0,2,1,0,1
395.0,80.0,2,1,0,1
2243.0,165.0,3,4,3,3
1.0,42.0,1,1,0,2
1846.0,148.0,3,4,3,3
405.0,55.0,1,2,1,1
3800.0,380.0,3,2,1,2
110.0,45.0,2,2,1,1
600.0,62.0,2,1,0,1
690.0,60.0,1,2,1,1
590.0,56.0,2,2,1,1
4200.0,200.0,3,2,1,2
0.0,90.0,2,1,0,0
1350.0,140.0,3,4,3,2
500.0,62.0,2,2,1,1
738.0,78.0,3,1,0,1
490.0,35.0,1,1,0,1
950.0,90.0,3,2,1,3
850.0,80.0,2,1,0,1
700.0,48.0,1,1,0,1
450.0,48.0,2,1,0,2
386.0,50.0,1,2,1,1
340.0,50.0,2,1,0,1
1120.0,154.0,3,2,1,3
580.0,55.0,3,1,0,1
940.0,80.0,2,2,1,1
1230.0,84.0,2,3,2,2
550.0,38.0,1,2,1,1
1160.0,85.0,3,2,1,2
750.0,96.0,3,2,1,1
1200.0,60.0,2,2,1,1
540.0,70.0,3,2,1,1
300.0,30.0,1,2,1,1
520.0,69.0,1,1,0,0
505.0,42.0,1,2,1,1
3100.0,250.0,4,5,4,4
300.0,70.0,2,1,0,0
970.0,70.0,2,2,1,2
359.0,63.0,1,2,1,1
650.0,103.0,3,2,1,2
2300.0,204.0,3,4,3,3
0.0,48.0,2,2,1,1
1342.0,90.0,3,2,1,1
396.0,38.0,1,2,1,1
1183.0,102.0,3,3,1,1
550.0,60.0,2,1,0,2
1451.0,200.0,4,4,3,2
260.0,33.0,1,1,0,1
650.0,85.0,3,2,1,2
2100.0,177.0,4,3,2,3
410.0,57.0,2,2,1,1
1300.0,111.0,3,4,2,2
300.0,42.0,2,2,1,1
840.0,62.0,2,3,2,1
604.0,38.0,1,1,0,1
520.0,39.0,1,2,1,1
732.0,74.0,3,2,1,1
200.0,55.0,2,2,1,1
395.0,65.0,2,2,1,1
371.0,50.0,2,1,0,1
420.0,50.0,2,1,0,1
310.0,57.0,2,2,1,1
0.0,110.0,2,1,0,1
477.0,44.0,1,1,0,1
550.0,45.0,1,2,1,1
500.0,69.0,3,2,1,1
914.0,101.0,3,3,1,2
450.0,70.0,3,2,1,1
688.0,100.0,2,2,1,1
900.0,84.0,1,2,1,1
384.0,50.0,2,1,0,1
2196.0,240.0,3,4,3,3
680.0,80.0,3,2,1,2
1150.0,103.0,3,3,1,2
0.0,265.0,4,2,1,1
5096.0,420.0,4,3,2,3
1250.0,157.0,3,4,3,5
320.0,56.0,1,1,0,1
522.0,50.0,1,2,1,1
907.0,114.0,4,3,2,2
1300.0,178.0,3,4,3,3
890.0,93.0,3,2,1,2
1275.0,150.0,3,2,1,2
340.0,33.0,1,1,0,0
0.0,69.0,3,2,1,2
660.0,63.0,2,2,1,1
3184.0,112.0,2,3,1,1
450.0,65.0,1,1,0,0
800.0,68.0,3,2,1,2
160.0,42.0,2,2,1,1
593.0,55.0,2,1,0,1
439.0,41.0,1,1,0,0
1460.0,62.0,1,2,1,2
498.0,50.0,2,1,0,1
1500.0,185.0,4,3,2,3
360.0,55.0,2,1,0,1
595.0,42.0,1,2,1,2
750.0,65.0,2,2,1,1
748.0,51.0,1,2,1,2
650.0,56.0,2,1,0,1
320.0,68.0,3,2,1,1
10.0,90.0,2,2,1,1
515.0,38.0,1,2,1,1
1700.0,155.0,3,4,2,3
820.0,76.0,2,2,1,1
2716.0,186.0,3,2,1,2
2100.0,135.0,3,4,1,2
325.0,45.0,2,2,1,1
0.0,150.0,4,5,2,3
3700.0,200.0,3,3,2,3
533.0,75.0,3,2,1,1
424.0,62.0,3,2,1,1
1300.0,186.0,3,4,3,3
892.0,69.0,3,2,1,1
604.0,83.0,2,1,0,0
580.0,54.0,2,1,0,1
577.0,55.0,2,2,1,1
600.0,61.0,3,2,1,1
0.0,40.0,2,2,1,1
1105.0,66.0,1,2,1,1
600.0,65.0,2,2,1,1
1750.0,150.0,1,3,1,2
695.0,59.0,2,1,0,1
477.0,44.0,1,1,0,1
530.0,62.0,3,2,1,1
2250.0,78.0,2,2,1,2
640.0,65.0,3,2,1,1
415.0,55.0,2,2,1,1
430.0,65.0,3,1,0,2
592.0,60.0,1,1,0,1
505.0,58.0,1,2,1,2
1650.0,140.0,3,4,3,3
550.0,50.0,2,1,0,1
1150.0,103.0,3,3,1,2
440.0,65.0,2,2,1,1
0.0,50.0,2,2,1,1
425.0,35.0,1,2,1,1
0.0,100.0,2,2,1,1
160.0,50.0,2,2,1,1
700.0,73.0,3,2,1,1
450.0,57.0,2,2,1,1
500.0,51.0,2,2,1,1
386.0,42.0,1,1,0,1
1500.0,163.0,3,3,1,2
1050.0,89.0,3,2,1,2
1800.0,170.0,4,2,1,2
800.0,45.0,1,2,1,1
0.0,38.0,1,2,1,1
1150.0,86.0,2,3,2,2
513.0,57.0,2,2,1,1
1050.0,96.0,2,3,2,2
450.0,53.0,2,2,1,1
690.0,50.0,2,1,0,1
320.0,52.0,2,2,1,1
500.0,64.0,3,1,0,2
294.0,42.0,1,2,1,1
800.0,83.0,3,2,1,2
495.0,60.0,1,2,1,2
653.0,59.0,2,2,1,1
457.0,81.0,2,2,1,1
5040.0,852.0,7,6,5,6
1213.0,124.0,3,1,0,1
230.0,50.0,2,1,0,1
402.0,55.0,2,2,1,1
0.0,56.0,2,2,1,1
3800.0,232.0,3,4,3,3
3159.0,234.0,3,3,1,3
300.0,50.0,2,1,0,1
470.0,50.0,2,1,0,1
300.0,35.0,1,1,0,0
700.0,78.0,3,2,1,2
1100.0,130.0,3,2,1,2
630.0,75.0,3,2,1,1
691.0,40.0,1,2,1,1
900.0,143.0,3,4,3,2
300.0,50.0,2,2,1,1
1000.0,123.0,2,2,1,3
2000.0,128.0,2,2,1,3
650.0,34.0,1,2,1,1
1200.0,114.0,2,2,1,1
472.0,58.0,2,2,1,1
370.0,54.0,2,2,1,1
950.0,95.0,3,1,0,1
0.0,78.0,3,2,1,1
100.0,100.0,2,1,0,0
500.0,55.0,2,2,1,1
180.0,48.0,2,2,1,1
540.0,76.0,3,2,1,2
0.0,31.0,1,2,1,1
450.0,51.0,2,2,1,1
639.0,72.0,3,2,1,1
892.0,35.0,1,2,1,1
850.0,100.0,3,1,0,1
911.0,65.0,2,2,1,2
600.0,60.0,2,2,1,1
436.0,65.0,2,1,0,1
450.0,54.0,2,1,0,1
0.0,40.0,1,2,1,1
635.0,58.0,2,2,1,1
736.0,69.0,3,1,0,1
2800.0,250.0,4,6,4,4
744.0,65.0,2,1,0,1
960.0,90.0,3,2,1,1
1900.0,234.0,3,4,3,4
440.0,90.0,3,2,1,1
690.0,75.0,3,2,1,1
1144.0,140.0,3,2,1,1
500.0,69.0,2,2,1,1
750.0,70.0,2,2,1,1
1510.0,145.0,4,3,2,2
367.0,56.0,1,1,0,0
1600.0,154.0,3,1,0,1
268.0,45.0,2,1,0,1
1.0,49.0,2,2,1,1
1224.0,112.0,2,1,0,1
456.0,49.0,1,2,1,1
373.0,35.0,1,1,0,1
389.0,42.0,1,2,1,1
773.0,105.0,2,1,0,1
540.0,50.0,1,1,0,0
0.0,68.0,2,2,1,1
0.0,220.0,4,1,2,3
1920.0,222.0,4,4,3,4
650.0,82.0,2,3,2,2
370.0,50.0,2,1,0,1
600.0,79.0,2,2,1,1
0.0,62.0,2,1,0,1
120.0,50.0,2,2,1,1
540.0,64.0,3,1,0,1
660.0,85.0,3,2,1,2
3160.0,259.0,2,3,2,3
540.0,60.0,3,1,0,1
1007.0,93.0,3,2,1,2
1590.0,136.0,3,4,3,2
600.0,35.0,1,1,0,0
340.0,72.0,3,2,1,1
568.0,65.0,2,2,1,1
368.0,69.0,2,2,1,1
2900.0,289.0,4,5,4,4
560.0,55.0,2,1,0,1
1750.0,190.0,3,5,3,3
263.0,50.0,1,2,1,1
281.0,43.0,2,1,0,1
989.0,203.0,3,2,1,2
1453.0,180.0,4,2,1,3
100.0,38.0,2,1,0,1
1400.0,110.0,3,2,1,1
900.0,127.0,3,2,1,2
1100.0,164.0,3,5,3,3
550.0,62.0,2,2,1,1
760.0,68.0,3,2,1,2
0.0,55.0,2,1,0,1
805.0,101.0,3,2,1,2
420.0,51.0,2,1,0,1
642.0,82.0,2,2,1,1
1287.0,161.0,3,2,1,3
450.0,65.0,2,2,1,2
0.0,56.0,2,2,1,1
540.0,65.0,3,2,1,2
732.0,58.0,2,2,1,2
1250.0,70.0,2,2,1,1
0.0,60.0,2,2,1,1
1858.0,133.0,3,2,1,3
480.0,44.0,1,2,1,1
640.0,74.0,3,2,1,1
690.0,70.0,3,2,1,2
2100.0,134.0,3,3,1,1
0.0,51.0,1,1,0,0
700.0,120.0,3,2,1,2
0.0,84.0,3,2,1,2
1250.0,173.0,2,1,0,1
600.0,69.0,3,2,1,1
1066.0,110.0,3,2,1,2
0.0,50.0,2,1,0,1
472.0,63.0,2,2,1,1
1316.0,160.0,3,3,2,2
120.0,70.0,2,2,1,1
275.0,44.0,1,1,0,1
1490.0,140.0,3,4,3,3
800.0,48.0,1,2,1,1
1600.0,180.0,3,2,1,2
746.0,60.0,2,2,1,1
0.0,102.0,3,2,1,2
3000.0,220.0,3,4,3,4
0.0,72.0,4,2,1,1
910.0,60.0,2,2,1,1
160.0,40.0,1,2,1,1
270.0,44.0,1,1,0,1
1404.0,140.0,3,3,1,2
1200.0,103.0,2,1,0,1
610.0,65.0,2,2,1,2
1590.0,136.0,3,4,3,2
400.0,48.0,2,1,0,1
1000.0,88.0,1,2,1,2
0.0,39.0,2,2,1,1
417.0,65.0,2,1,0,1
0.0,56.0,2,1,0,1
377.0,38.0,1,1,0,0
201.0,35.0,1,1,0,1
350.0,50.0,2,2,1,1
555.0,70.0,3,2,1,1
75.0,45.0,1,1,0,0
3000.0,215.0,3,5,3,4
0.0,110.0,3,4,3,3
2741.0,250.0,4,4,1,2
340.0,55.0,2,2,1,1
692.0,78.0,2,2,1,2
1411.0,55.0,1,2,1,2
1000.0,35.0,1,2,1,1
835.0,98.0,3,2,1,1
870.0,75.0,2,2,0,1
1700.0,180.0,3,4,1,3
574.0,79.0,2,2,1,2
400.0,37.0,1,2,1,1
300.0,45.0,1,2,1,1
760.0,65.0,3,2,1,1
2500.0,190.0,3,5,3,3
230.0,50.0,2,1,0,0
465.0,55.0,2,2,1,1
872.0,105.0,3,2,1,2
580.0,53.0,2,1,0,1
1518.0,130.0,3,5,1,1
1800.0,124.0,3,3,2,2
1200.0,122.0,3,2,1,3
1502.0,120.0,3,1,0,2
450.0,112.0,2,2,1,1
1500.0,99.0,3,2,1,3
1350.0,178.0,4,4,3,3
0.0,469.0,4,5,4,4
1800.0,127.0,3,3,2,3
300.0,48.0,2,1,0,1
1350.0,90.0,3,2,1,1
100.0,60.0,1,1,0,1
269.0,51.0,2,2,1,1
0.0,56.0,2,1,0,1
403.0,80.0,2,2,1,1
170.0,85.0,2,2,1,1
812.0,70.0,2,2,1,2
362.0,50.0,2,1,0,1
365.0,65.0,2,2,1,1
1200.0,159.0,3,4,3,2
450.0,63.0,3,2,1,1
716.0,84.0,2,2,1,2
150.0,48.0,2,2,1,1
800.0,91.0,3,1,2,2
290.0,58.0,2,2,1,1
1100.0,120.0,3,4,1,2
750.0,92.0,3,2,0,1
900.0,87.0,3,2,0,1
780.0,140.0,3,1,0,1
1093.0,62.0,1,1,0,1
500.0,50.0,1,1,0,1
279.0,56.0,2,2,1,1
510.0,64.0,2,2,1,1
719.0,69.0,2,1,0,1
2090.0,280.0,2,3,2,2
950.0,122.0,3,3,1,1
399.0,76.0,3,2,1,1
555.0,60.0,2,1,0,2
1222.0,112.0,3,4,2,2
100.0,58.0,2,2,1,1
630.0,70.0,3,2,1,2
650.0,50.0,1,1,0,0
700.0,74.0,3,2,1,2
2000.0,204.0,4,5,3,3
895.0,71.0,2,2,1,2
670.0,35.0,1,2,1,1
700.0,43.0,1,1,0,1
0.0,50.0,2,2,1,1
500.0,51.0,1,1,0,1
390.0,50.0,2,2,1,1
0.0,53.0,2,1,0,1
586.0,56.0,1,1,0,1
560.0,62.0,2,2,1,1
750.0,80.0,3,2,1,2
2200.0,180.0,3,4,3,4
452.0,65.0,2,2,1,1
453.0,63.0,3,2,1,1
1500.0,160.0,4,2,1,2
590.0,70.0,3,2,1,1
0.0,120.0,3,1,0,1
1240.0,120.0,3,2,1,1
1203.0,37.0,1,2,1,1
600.0,80.0,3,2,1,2
370.0,55.0,2,2,1,1
415.0,50.0,2,1,0,1
370.0,58.0,3,1,0,1
950.0,86.0,3,3,1,1
235.0,65.0,3,2,1,1
1080.0,160.0,3,2,1,1
572.0,60.0,1,1,0,1
490.0,57.0,2,1,0,1
621.0,36.0,1,2,1,1
2000.0,246.0,2,3,2,1
542.0,65.0,3,2,1,1
2580.0,330.0,4,5,4,4
372.0,51.0,1,1,0,1
700.0,68.0,3,2,1,2
590.0,70.0,3,2,1,1
0.0,80.0,3,2,1,2
420.0,50.0,2,2,1,1
1350.0,133.0,3,4,1,2
8000.0,452.0,4,5,4,6
2688.0,380.0,5,3,2,5
3300.0,200.0,3,4,3,3
556.0,62.0,3,2,1,1
1100.0,100.0,3,2,1,3
750.0,50.0,1,2,1,1
0.0,40.0,1,2,1,1
0.0,82.0,3,1,0,2
835.0,74.0,2,3,1,2
100.0,48.0,2,2,1,1
0.0,50.0,1,1,0,1
0.0,43.0,2,1,0,1
799.0,70.0,2,1,0,1
750.0,60.0,2,1,0,1
546.0,96.0,3,2,1,1
371.0,50.0,2,1,0,1
1000.0,89.0,3,2,1,1
1100.0,93.0,2,3,1,2
950.0,87.0,2,3,1,2
436.0,67.0,3,2,1,1
800.0,62.0,1,1,0,1
804.0,45.0,1,1,0,1
0.0,72.0,3,2,1,1
1200.0,110.0,2,3,2,2
1900.0,115.0,3,2,1,2
0.0,130.0,3,3,1,1
530.0,59.0,3,2,1,1
0.0,65.0,3,2,1,1
506.0,60.0,2,2,1,1
1093.0,100.0,3,1,0,1
453.0,42.0,1,1,0,1
1125.0,115.0,3,3,1,2
500.0,69.0,3,2,1,1
2900.0,170.0,3,2,1,1
530.0,66.0,3,2,1,1
0.0,54.0,2,2,1,1
0.0,90.0,3,2,1,2
230.0,61.0,2,2,1,1
330.0,60.0,2,2,1,1
763.0,56.0,2,1,0,1
1300.0,86.0,3,2,1,1
1500.0,110.0,3,2,1,1
1030.0,126.0,3,4,3,2
600.0,120.0,2,1,0,1
600.0,64.0,2,2,1,1
432.0,50.0,1,1,0,1
808.0,45.0,1,2,1,1
390.0,45.0,1,1,0,0
510.0,60.0,2,2,1,2
1271.0,151.0,3,4,3,3
300.0,48.0,2,1,0,1
3500.0,370.0,4,6,4,5
1400.0,120.0,2,3,1,2
480.0,50.0,2,1,0,1
400.0,60.0,2,1,0,1
120.0,48.0,2,2,1,1
1750.0,130.0,3,4,3,3
412.0,54.0,2,2,1,1
600.0,70.0,2,2,1,2
700.0,42.0,1,1,0,1
360.0,35.0,1,2,1,1
485.0,65.0,2,2,1,1
0.0,100.0,2,2,1,1
2400.0,215.0,4,5,4,3
1400.0,43.0,1,2,1,1
0.0,136.0,3,2,1,2
346.0,53.0,2,1,0,1
650.0,60.0,2,2,1,1
540.0,55.0,2,2,1,1
0.0,50.0,2,2,1,1
950.0,90.0,3,2,1,3
880.0,60.0,2,1,0,1
693.0,69.0,2,2,1,2
120.0,70.0,2,1,0,0
460.0,64.0,3,2,1,1
350.0,50.0,1,2,1,1
150.0,65.0,2,1,0,2
0.0,60.0,2,2,1,1
800.0,120.0,3,2,1,2
561.0,75.0,2,2,0,1
1050.0,120.0,3,3,2,2
3000.0,370.0,4,5,4,4
0.0,70.0,1,2,1,1
559.0,40.0,2,2,1,1
530.0,45.0,2,2,1,1
750.0,68.0,2,2,1,1
330.0,47.0,2,2,1,1
500.0,50.0,2,2,1,1
456.0,49.0,1,2,1,1
150.0,42.0,2,2,1,1
270.0,44.0,1,1,0,1
595.0,60.0,2,1,0,2
1500.0,50.0,1,2,1,1
330.0,56.0,2,2,1,1
1160.0,83.0,3,2,1,2
680.0,76.0,3,1,0,1
1280.0,170.0,4,4,3,3
350.0,47.0,2,2,1,1
1300.0,110.0,3,2,1,2
950.0,62.0,2,2,1,2
611.0,64.0,2,1,0,1
1007.0,130.0,3,4,1,2
690.0,50.0,2,2,1,1
250.0,40.0,2,2,1,1
700.0,93.0,3,2,1,3
600.0,95.0,2,2,1,2
220.0,47.0,2,2,1,1
857.0,113.0,3,2,1,2
850.0,66.0,2,2,1,1
1150.0,103.0,3,2,1,2
329.0,64.0,2,2,1,1
279.0,56.0,2,2,1,1
646.0,65.0,2,2,1,1
795.0,72.0,2,2,1,2
0.0,63.0,2,2,1,1
550.0,90.0,2,2,1,1
1130.0,110.0,3,2,1,2
350.0,48.0,2,1,0,1
2800.0,107.0,3,3,1,2
2153.0,258.0,3,4,3,4
603.0,80.0,3,2,1,2
752.0,86.0,3,2,1,2
1398.0,144.0,4,3,2,4
0.0,56.0,2,2,1,1
550.0,31.0,1,2,1,1
605.0,60.0,3,2,1,1
1000.0,125.0,3,2,1,2
1272.0,161.0,2,2,1,1
692.0,57.0,2,2,1,1
564.0,69.0,2,2,1,2
1500.0,93.0,2,3,1,2
100.0,60.0,2,1,0,0
198.0,57.0,2,2,1,1
642.0,55.0,2,2,1,1
914.0,101.0,3,2,1,2
2194.0,280.0,4,5,2,3
633.0,96.0,2,1,0,1
490.0,52.0,2,2,1,1
800.0,70.0,2,2,1,2
1280.0,70.0,2,2,1,2
985.0,110.0,3,2,1,2
1467.0,33.0,1,2,1,1
450.0,84.0,2,1,0,1
700.0,80.0,2,2,1,1
2893.0,230.0,3,2,1,2
480.0,69.0,2,2,1,0
650.0,150.0,3,1,0,1
607.0,47.0,1,2,1,1
1450.0,156.0,3,4,3,3
820.0,90.0,2,3,2,2
750.0,89.0,3,1,0,1
580.0,50.0,2,2,1,1
170.0,60.0,2,2,1,1
650.0,65.0,2,2,1,1
1000.0,116.0,3,2,1,2
295.0,48.0,2,2,1,1
580.0,65.0,3,2,1,1
890.0,94.0,3,2,1,2
246.0,57.0,2,2,1,1
570.0,54.0,2,2,1,1
32.0,120.0,4,4,3,2
950.0,126.0,2,3,2,2
1050.0,150.0,3,2,1,2
582.0,68.0,3,2,1,1
950.0,52.0,1,2,1,1
350.0,50.0,2,2,1,1
1200.0,160.0,3,2,1,2
560.0,80.0,1,2,1,1
120.0,56.0,2,2,1,1
150.0,85.0,2,2,1,1
2000.0,208.0,3,4,3,3
2950.0,160.0,3,2,1,3
380.0,41.0,2,2,1,1
1790.0,136.0,4,3,2,3
628.0,75.0,3,1,0,1
600.0,63.0,3,2,1,1
1330.0,78.0,2,3,2,2
1350.0,125.0,3,2,1,2
815.0,67.0,2,2,1,1
532.0,66.0,3,2,1,2
540.0,52.0,2,2,1,1
0.0,55.0,2,2,1,1
0.0,42.0,2,2,1,1
325.0,50.0,2,2,1,1
640.0,62.0,3,1,0,1
1007.0,93.0,3,1,0,1
1050.0,113.0,3,3,1,1
240.0,65.0,2,1,0,1
446.0,50.0,2,1,0,0
850.0,48.0,1,2,1,1
300.0,44.0,2,2,1,1
717.0,44.0,1,1,0,1
630.0,75.0,3,2,1,1
3000.0,190.0,4,4,3,3
1570.0,96.0,3,3,1,1
725.0,97.0,3,3,2,2
600.0,60.0,3,2,1,1
770.0,100.0,2,2,1,2
320.0,50.0,2,1,0,1
299.0,58.0,2,1,0,1
500.0,80.0,2,1,0,1
410.0,65.0,2,2,1,1
0.0,40.0,1,2,1,1
1100.0,220.0,2,3,2,2
600.0,70.0,2,2,1,1
437.0,50.0,1,1,0,0
390.0,49.0,2,1,0,0
3161.0,230.0,3,2,1,2
743.0,63.0,2,2,1,1
1277.0,122.0,3,2,1,2
310.0,52.0,2,2,1,1
3508.0,354.0,3,2,1,4
462.0,52.0,2,2,1,1
757.0,61.0,2,2,1,1
2997.0,282.0,4,5,4,4
560.0,60.0,1,2,1,2
600.0,60.0,2,1,0,1
400.0,55.0,2,1,0,1
300.0,59.0,3,2,1,1
1739.0,230.0,4,3,2,4
1030.0,60.0,3,1,0,2
564.0,55.0,2,2,1,1
700.0,69.0,2,1,0,1
568.0,70.0,2,2,1,1
160.0,76.0,2,1,0,0
738.0,80.0,2,2,1,2
1233.0,130.0,2,3,2,2
417.0,40.0,1,2,1,1
310.0,35.0,1,2,1,1
2875.0,70.0,2,2,1,2
200.0,40.0,1,2,1,1
0.0,50.0,2,2,1,1
400.0,42.0,1,2,1,1
1250.0,96.0,2,2,1,1
550.0,53.0,2,2,1,2
1900.0,62.0,1,2,1,2
2100.0,151.0,3,4,3,3
200.0,59.0,2,2,1,1
1363.0,187.0,3,4,3,3
1150.0,100.0,3,3,1,1
495.0,36.0,1,1,0,1
1800.0,200.0,3,5,3,4
180.0,40.0,2,2,1,1
1150.0,110.0,3,3,1,2
580.0,90.0,2,1,0,1
1000.0,130.0,3,2,1,2
1102.0,73.0,2,2,1,1
600.0,100.0,3,2,1,1
778.0,68.0,3,2,1,2
760.0,75.0,3,2,0,2
700.0,72.0,2,2,1,1
680.0,36.0,1,1,0,1
455.0,55.0,2,1,0,1
685.0,60.0,3,1,0,2
2000.0,223.0,4,1,4,1
700.0,50.0,1,2,1,1
368.0,45.0,2,2,1,1
888.0,90.0,3,1,0,2
2430.0,165.0,3,2,1,2
465.0,36.0,1,2,1,1
302.0,62.0,2,2,1,1
560.0,68.0,3,2,1,1
200.0,110.0,3,2,1,1
1840.0,36.0,1,2,1,1
5000.0,296.0,4,5,4,3
1800.0,120.0,3,3,1,3
390.0,64.0,3,2,1,1
400.0,44.0,2,1,0,1
585.0,84.0,1,2,1,1
260.0,58.0,3,2,1,1
683.0,60.0,2,2,1,2
475.0,51.0,2,2,1,1
5250.0,330.0,4,6,4,4
692.0,78.0,3,2,1,2
345.0,64.0,2,2,1,1
530.0,55.0,2,1,0,1
729.0,61.0,2,2,1,2
230.0,48.0,1,1,0,0
1377.0,137.0,3,2,1,1
423.0,50.0,2,2,1,1
400.0,68.0,2,2,1,1
1390.0,127.0,3,2,1,2
3399.0,243.0,3,4,3,3
230.0,51.0,2,2,1,1
60.0,58.0,2,2,1,1
663.0,70.0,3,2,1,1
120.0,70.0,2,2,1,1
0.0,44.0,2,2,1,1
550.0,52.0,1,1,0,1
350.0,45.0,2,2,1,1
2098.0,173.0,3,4,1,2
0.0,56.0,2,1,0,1
587.0,48.0,1,1,0,1
530.0,57.0,2,2,1,1
3320.0,222.0,4,5,4,9
450.0,90.0,2,2,1,1
700.0,58.0,1,2,1,2
568.0,65.0,2,1,0,1
0.0,160.0,4,4,3,2
0.0,100.0,2,1,0,1
600.0,68.0,3,3,1,1
1854.0,198.0,3,4,3,2
1500.0,182.0,4,2,1,2
210.0,48.0,2,2,1,1
482.0,55.0,2,2,1,1
389.0,75.0,2,1,0,0
1068.0,146.0,3,1,3,3
515.0,62.0,2,2,1,1
750.0,65.0,2,2,1,1
1200.0,74.0,1,1,0,2
350.0,57.0,2,2,1,1
455.0,60.0,3,2,1,1
1490.0,140.0,3,3,2,3
2875.0,70.0,2,2,1,2
500.0,75.0,3,1,0,1
1460.0,132.0,3,3,2,2
962.0,97.0,3,3,1,2
885.0,102.0,2,2,1,2
0.0,128.0,3,4,1,3
2500.0,210.0,3,2,1,2
460.0,50.0,2,2,1,1
1800.0,154.0,3,4,3,3
4050.0,263.0,3,4,3,3
1367.0,47.0,1,1,0,1
150.0,104.0,2,1,0,0
1460.0,62.0,1,3,1,2
1200.0,143.0,2,3,2,2
260.0,55.0,2,2,1,1
350.0,52.0,2,2,1,1
400.0,50.0,2,2,1,1
1400.0,111.0,3,4,1,2
490.0,58.0,3,1,0,1
1336.0,178.0,3,4,3,3
4600.0,226.0,4,5,4,4
600.0,74.0,3,2,1,2
2744.0,125.0,3,4,1,2
0.0,49.0,2,2,1,1
550.0,62.0,2,2,1,1
504.0,80.0,2,2,1,1
740.0,58.0,2,2,1,2
3000.0,397.0,3,5,3,5
1616.0,147.0,3,4,3,3
1364.0,131.0,3,2,1,2
700.0,45.0,1,2,1,1
800.0,97.0,2,3,1,2
371.0,54.0,2,1,0,1
1400.0,100.0,3,2,1,1
500.0,38.0,1,2,1,0
200.0,53.0,3,2,1,1
510.0,60.0,2,1,0,1
1680.0,139.0,3,5,3,2
1300.0,86.0,2,2,1,1
287.0,60.0,3,2,1,1
635.0,58.0,2,2,1,1
0.0,50.0,2,2,1,1
4700.0,400.0,4,5,4,4
560.0,75.0,3,2,1,1
525.0,58.0,2,1,0,1
380.0,38.0,1,1,0,1
700.0,60.0,2,1,0,1
583.0,68.0,2,2,1,1
0.0,42.0,2,2,1,1
482.0,65.0,2,1,0,1
420.0,65.0,3,2,1,1
1000.0,35.0,1,2,1,1
0.0,56.0,2,1,0,1
0.0,64.0,2,2,1,1
390.0,45.0,1,1,0,0
400.0,65.0,2,2,1,1
520.0,55.0,1,1,0,0
1600.0,215.0,3,4,3,2
1480.0,138.0,3,4,3,2
470.0,58.0,1,2,1,1
980.0,140.0,3,2,1,2
220.0,55.0,2,2,1,1
547.0,78.0,3,2,1,1
0.0,110.0,3,1,0,0
495.0,50.0,2,1,0,1
2200.0,225.0,4,2,1,3
273.0,31.0,1,1,0,1
450.0,50.0,2,2,1,1
350.0,50.0,2,2,1,1
800.0,90.0,1,2,1,1
564.0,78.0,3,1,0,1
110.0,46.0,2,2,1,1
400.0,42.0,1,1,0,1
1936.0,82.0,2,2,1,2
500.0,55.0,2,2,1,1
1350.0,50.0,2,2,1,1
140.0,100.0,2,2,0,1
550.0,65.0,3,2,1,1
835.0,76.0,3,1,0,2
470.0,60.0,3,2,1,1
850.0,64.0,2,2,1,1
736.0,80.0,2,2,1,1
830.0,76.0,3,2,1,2
1300.0,147.0,3,2,1,1
800.0,145.0,4,5,2,3
900.0,41.0,1,2,1,1
0.0,40.0,1,1,0,1
900.0,111.0,3,2,1,2
634.0,48.0,2,1,0,1
370.0,63.0,2,2,1,1
450.0,60.0,2,2,1,1
715.0,84.0,3,3,1,1
1400.0,120.0,2,4,1,1
450.0,45.0,1,2,1,1
686.0,65.0,3,2,1,1
770.0,100.0,2,2,1,2
600.0,60.0,2,1,0,1
630.0,62.0,2,2,1,1
830.0,58.0,2,2,1,1
250.0,44.0,1,2,1,1
895.0,143.0,3,4,3,2
500.0,69.0,3,2,1,1
820.0,43.0,1,1,0,1
0.0,40.0,1,2,1,1
400.0,44.0,1,1,0,1
0.0,65.0,2,2,1,1
0.0,53.0,3,2,1,1
0.0,40.0,1,1,0,1
1100.0,184.0,4,4,3,3
650.0,67.0,2,2,1,1
340.0,52.0,2,2,1,1
1485.0,119.0,3,2,1,4
465.0,46.0,3,2,1,1
460.0,69.0,2,2,1,1
586.0,80.0,2,1,0,1
50.0,45.0,2,2,1,1
3100.0,170.0,3,2,1,3
1100.0,126.0,4,5,2,2
320.0,60.0,2,1,0,1
600.0,45.0,1,2,1,1
1400.0,131.0,3,2,1,2
860.0,70.0,2,2,1,1
600.0,80.0,3,2,1,2
273.0,40.0,1,2,1,1
442.0,38.0,1,1,0,1
1500.0,135.0,4,4,1,3
974.0,84.0,2,3,2,2
407.0,69.0,2,2,1,1
380.0,55.0,1,1,0,1
400.0,45.0,2,1,0,1
350.0,41.0,1,1,0,1
700.0,84.0,3,1,0,2
3800.0,370.0,4,3,2,2
812.0,55.0,2,1,0,1
940.0,78.0,3,2,1,1
